0,4890522,29,29
1,4164698,25,25
2,0,0,26
3,66482274,26,26
4,0,0,29
5,1783218,29,29
6,84004,28,28
7,578826,18,18
8,423530,27,29
9,748382,29,29
10,170723466,28,28
11,911352,25,25
12,49366820,29,29
13,502226,19,19
14,425592,23,23
15,15900568,15,20
16,3006812,28,29
17,454814,17,21
18,4527920,28,28
19,50862628,25,25
20,0,0,27
21,0,0,29
22,0,0,22
23,0,0,29
24,0,0,28
25,0,0,25
26,0,0,29
